accession	evalue	identity_pct	query_coverage	passes_filter	title
P10777	9.90e-43	48.2	98.6	True	sp|P10777.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
Q9PVM3	1.12e-42	48.6	100.0	True	sp|Q9PVM3.3| RecName: Full=Hemoglobin subunit alpha-B; AltName: Full=Alpha-B-globin; AltName: Full=Hemoglobin alpha-B ch
B3EWR7	1.42e-42	53.2	98.6	True	sp|B3EWR7.1| RecName: Full=Hemoglobin cathodic subunit alpha; AltName: Full=Hemoglobin cathodic alpha chain [Ophisurus s
C0HJT8	2.52e-42	50.4	93.0	True	sp|C0HJT8.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [D
P83613	2.79e-42	48.9	98.6	True	sp|P83613.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P45719	4.19e-42	48.9	98.6	True	sp|P45719.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P84205	5.50e-42	46.8	98.6	True	sp|P84205.1| RecName: Full=Hemoglobin anodic subunit alpha; AltName: Full=Hemoglobin anodic alpha chain [Gymnothorax uni
P02015	8.04e-42	52.9	98.6	True	sp|P02015.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [A
Q1AGS9	1.18e-41	48.3	100.0	True	sp|Q1AGS9.3| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P23740	1.83e-41	51.1	98.6	True	sp|P23740.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [L
P29623	4.88e-41	46.8	98.6	True	sp|P29623.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [G
Q1AGS4	6.61e-41	47.6	100.0	True	sp|Q1AGS4.3| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
Q9PVU6	9.05e-41	51.8	98.6	True	sp|Q9PVU6.3| RecName: Full=Hemoglobin embryonic subunit alpha; AltName: Full=Alpha-globin, embryonic; AltName: Full=Hemo
Q6B0K9	1.48e-40	45.4	99.3	True	sp|Q6B0K9.1| RecName: Full=Hemoglobin subunit mu; AltName: Full=Hemoglobin mu chain; AltName: Full=Mu-globin [Homo sapie
Q1AGS5	2.20e-40	49.0	100.0	True	sp|Q1AGS5.3| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
Q1AGS8	8.14e-40	47.6	100.0	True	sp|Q1AGS8.3| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P62363	1.59e-39	48.2	98.6	True	sp|P62363.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P84609	1.15e-38	47.6	100.0	True	sp|P84609.2| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P09106	2.28e-38	63.6	69.7	False	sp|P09106.2| RecName: Full=Hemoglobin subunit theta-1; AltName: Full=Hemoglobin theta-1 chain; AltName: Full=Theta-1-glo
P80945	2.76e-38	44.8	100.0	True	sp|P80945.2| RecName: Full=Hemoglobin anodic subunit alpha; AltName: Full=Hemoglobin anodic alpha chain [Anguilla anguil
O42425	8.59e-38	47.6	100.0	True	sp|O42425.3| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P07408	8.18e-37	50.0	99.3	True	sp|P07408.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [S
A1A4Q3	1.02e-36	41.8	99.3	True	sp|A1A4Q3.1| RecName: Full=Hemoglobin subunit mu; AltName: Full=Hemoglobin mu chain; AltName: Full=Mu-globin [Bos taurus
P09421	1.30e-35	44.1	97.9	True	sp|P09421.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Sper
P07410	1.03e-34	42.8	97.9	True	sp|P07410.1| RecName: Full=Hemoglobin subunit beta-S/F; AltName: Full=Beta-S/F-globin; AltName: Full=Hemoglobin beta-S/F
P08853	3.37e-34	42.8	97.9	True	sp|P08853.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Marm
P02020	3.92e-34	43.1	100.0	True	sp|P02020.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [L
P84216	9.11e-34	46.9	100.0	True	sp|P84216.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [B
P02078	2.89e-33	43.3	95.1	True	sp|P02078.2| RecName: Full=Hemoglobin subunit beta-C; AltName: Full=Beta-C-globin; AltName: Full=Cysteine beta-globin; A
P61772	5.94e-33	44.1	97.9	True	sp|P61772.2| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [P
P02028	6.72e-33	44.1	97.9	True	sp|P02028.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Chlo
P20244	7.98e-33	45.8	99.3	True	sp|P20244.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P02044	8.05e-33	43.4	97.9	True	sp|P02044.3| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [A
P11517	9.59e-33	43.4	97.9	True	sp|P11517.2| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta chain, 
P02024	1.12e-32	44.1	97.9	True	sp|P02024.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Gori
P02025	1.26e-32	43.4	97.9	True	sp|P02025.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Hylo
P02021	1.57e-32	46.1	97.9	True	sp|P02021.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [H
P02033	1.64e-32	44.1	97.9	True	sp|P02033.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pili
P19885	1.65e-32	44.1	97.9	True	sp|P19885.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Colo
P02088	1.80e-32	42.8	97.9	True	sp|P02088.2| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
P02042	1.94e-32	43.4	97.9	True	sp|P02042.2| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [H
P02032	2.18e-32	43.4	97.9	True	sp|P02032.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Semn
P68871	2.19e-32	43.4	97.9	True	sp|P68871.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain; Cont
P02058	2.77e-32	44.1	97.9	True	sp|P02058.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Rous
P19886	4.26e-32	44.1	97.9	True	sp|P19886.2| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [C
Q9TSP1	4.59e-32	43.4	97.9	True	sp|Q9TSP1.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Papi
P08259	5.09e-32	43.4	97.9	True	sp|P08259.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Mand
P02030	5.14e-32	43.4	97.9	True	sp|P02030.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Papi
P02026	5.55e-32	43.4	97.9	True	sp|P02026.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Maca
P61920	7.10e-32	41.4	97.9	True	sp|P61920.2| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
P61921	8.00e-32	41.4	97.9	True	sp|P61921.2| RecName: Full=Hemoglobin subunit gamma-2; AltName: Full=Gamma-2-globin; AltName: Full=Hemoglobin gamma-2 ch
P02031	8.03e-32	42.8	97.9	True	sp|P02031.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cerc
P02051	9.46e-32	43.4	97.9	True	sp|P02051.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ceph
Q28932	9.52e-32	42.1	97.9	True	sp|Q28932.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Smin
P02061	9.99e-32	42.8	97.9	True	sp|P02061.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Talp
P33499	1.23e-31	41.4	97.9	True	sp|P33499.1| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [A
Q9YGW2	1.25e-31	40.1	100.0	True	sp|Q9YGW2.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [M
P68222	1.36e-31	42.8	97.9	True	sp|P68222.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Maca
Q28779	1.39e-31	40.7	97.9	True	sp|Q28779.3| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
P02094	1.87e-31	43.4	97.9	True	sp|P02094.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain; AltN
P11752	2.00e-31	42.1	97.9	True	sp|P11752.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lyro
P02029	2.09e-31	42.8	97.9	True	sp|P02029.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ther
P62741	2.13e-31	40.7	97.9	True	sp|P62741.2| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
P02093	2.31e-31	42.1	97.9	True	sp|P02093.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Onda
P61948	2.68e-31	40.7	97.9	True	sp|P61948.2| RecName: Full=Hemoglobin subunit gamma-2; AltName: Full=Gamma-2-globin; AltName: Full=Hemoglobin gamma-2 ch
B3EWD8	2.75e-31	43.4	97.9	True	sp|B3EWD8.1| RecName: Full=Hemoglobin subunit beta [Tamiasciurus hudsonicus]
P68077	2.76e-31	40.7	97.9	True	sp|P68077.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [M
P69891	2.82e-31	41.4	97.9	True	sp|P69891.3| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hb F Agamma; AltName:
P02039	2.90e-31	42.1	97.9	True	sp|P02039.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Leon
D0VX08	2.96e-31	42.8	97.9	True	sp|D0VX08.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pter
P02057	3.33e-31	42.1	97.9	True	sp|P02057.2| RecName: Full=Hemoglobin subunit beta-1/2; AltName: Full=Beta-1/2-globin; AltName: Full=Hemoglobin beta-1/2
P20245	3.85e-31	45.1	99.3	True	sp|P20245.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P02090	3.85e-31	43.4	97.9	True	sp|P02090.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Nann
P13557	4.18e-31	42.8	97.9	True	sp|P13557.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Carl
P61947	4.32e-31	40.7	97.9	True	sp|P61947.2| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
P02050	5.10e-31	42.1	97.9	True	sp|P02050.1| RecName: Full=Hemoglobin subunit beta-1/2; AltName: Full=Beta-1/2-globin; AltName: Full=Hemoglobin beta-1/2
Q45XJ0	5.85e-31	41.4	97.9	True	sp|Q45XJ0.3| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [L
P19646	6.07e-31	42.1	97.9	True	sp|P19646.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pagu
P02103	6.25e-31	40.7	97.9	True	sp|P02103.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Beta-4 globin; AltName: Full=Epsilon-globin; AltNam
P02084	6.34e-31	41.4	97.9	True	sp|P02084.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Elep
Q45XI9	6.45e-31	41.4	97.9	True	sp|Q45XI9.3| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [E
Q45XI8	6.45e-31	41.4	97.9	True	sp|Q45XI8.3| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [T
P02085	6.48e-31	41.4	97.9	True	sp|P02085.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Loxo
P14392	6.77e-31	42.1	97.9	True	sp|P14392.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pter
P08535	7.04e-31	42.1	97.9	True	sp|P08535.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lepu
P07415	7.55e-31	41.4	97.9	True	sp|P07415.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Tric
B3EWD2	7.55e-31	42.1	97.9	True	sp|B3EWD2.1| RecName: Full=Hemoglobin subunit beta [Sciurus carolinensis]
P02046	7.72e-31	40.7	97.9	True	sp|P02046.1| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [A
P18996	8.02e-31	40.7	97.9	True	sp|P18996.3| RecName: Full=Hemoglobin subunit gamma-2; AltName: Full=Gamma-2-globin; AltName: Full=Hemoglobin gamma-2 ch
P11025	8.29e-31	40.0	97.9	True	sp|P11025.2| RecName: Full=Hemoglobin subunit epsilon-M; AltName: Full=Epsilon-M-globin; AltName: Full=Hemoglobin epsilo
P18707	9.08e-31	43.4	97.9	True	sp|P18707.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Meso
P18995	1.01e-30	40.0	97.9	True	sp|P18995.2| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
B3EWD4	1.03e-30	43.4	97.9	True	sp|B3EWD4.1| RecName: Full=Hemoglobin subunit beta [Peromyscus crinitus]
B3EWE4	1.08e-30	43.4	97.9	True	sp|B3EWE4.1| RecName: Full=Hemoglobin subunit beta [Microtus pennsylvanicus]
P02091	1.11e-30	41.4	97.9	True	sp|P02091.3| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta chain, 
P14388	1.29e-30	40.7	97.9	True	sp|P14388.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Antr
P41328	1.33e-30	40.7	97.9	True	sp|P41328.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lynx
Q6WN20	1.74e-30	42.8	97.9	True	sp|Q6WN20.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cher
P68015	1.86e-30	40.7	97.9	True	sp|P68015.1| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [L
P08223	1.98e-30	40.7	97.9	True	sp|P08223.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02040	1.99e-30	42.8	97.9	True	sp|P02040.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cebu
P11758	2.01e-30	40.0	97.9	True	sp|P11758.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Myot
P02047	2.08e-30	40.7	97.9	True	sp|P02047.1| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [S
Q6WN29	2.13e-30	42.8	97.9	True	sp|Q6WN29.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Alou
P02097	2.17e-30	40.0	97.9	True	sp|P02097.1| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [M
Q6WN22	2.20e-30	41.4	97.9	True	sp|Q6WN22.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Atel
P21201	2.22e-30	41.4	97.9	True	sp|P21201.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Vulp
B3EWD6	2.34e-30	43.4	97.9	True	sp|B3EWD6.1| RecName: Full=Hemoglobin subunit beta [Peromyscus californicus]
P18986	2.34e-30	41.4	97.9	True	sp|P18986.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Croc
Q6WN27	2.41e-30	42.8	97.9	True	sp|Q6WN27.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pith
Q95238	2.54e-30	40.0	97.9	True	sp|Q95238.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P19760	2.57e-30	40.7	97.9	True	sp|P19760.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [O
P23020	2.58e-30	41.4	97.9	True	sp|P23020.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Prot
P04244	2.93e-30	40.7	97.9	True	sp|P04244.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pant
P02035	3.04e-30	42.8	97.9	True	sp|P02035.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Aotu
Q28356	3.19e-30	40.0	97.9	True	sp|Q28356.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P68014	3.21e-30	40.7	97.9	True	sp|P68014.1| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [S
Q45XH3	3.84e-30	40.7	97.9	True	sp|Q45XH3.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P24660	3.90e-30	40.7	97.9	True	sp|P24660.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Macr
P23602	3.94e-30	42.1	97.9	True	sp|P23602.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Must
P02095	3.94e-30	41.4	97.9	True	sp|P02095.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cavi
P68054	3.98e-30	42.1	97.9	True	sp|P68054.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Leon
Q28338	4.05e-30	40.7	97.9	True	sp|Q28338.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
B2KHZ4	4.05e-30	40.7	97.9	True	sp|B2KHZ4.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Rhin
Q6WN25	4.28e-30	42.8	97.9	True	sp|Q6WN25.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lago
P09909	4.59e-30	41.4	97.9	True	sp|P09909.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Phoc
P02038	5.23e-30	42.1	97.9	True	sp|P02038.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Sagu
O77655	5.61e-30	40.7	97.9	True	sp|O77655.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [C
P02055	5.64e-30	41.4	97.9	True	sp|P02055.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Mele
P02104	6.33e-30	40.7	97.9	True	sp|P02104.2| RecName: Full=Hemoglobin subunit epsilon-Y2; AltName: Full=Epsilon-Y2-globin; AltName: Full=Hemoglobin epsi
Q7LZC2	6.79e-30	40.3	97.2	True	sp|Q7LZC2.1| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
P02089	7.37e-30	41.4	97.9	True	sp|P02089.2| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P67822	7.48e-30	42.1	97.9	True	sp|P67822.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cebu
Q28931	7.53e-30	40.0	97.9	True	sp|Q28931.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin embryonic 
P14526	1.04e-29	42.8	97.9	True	sp|P14526.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Brad
P68232	1.04e-29	42.1	97.9	True	sp|P68232.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Atel
P80727	1.17e-29	40.3	97.2	True	sp|P80727.1| RecName: Full=Hemoglobin cathodic subunit beta; AltName: Full=Hemoglobin cathodic beta chain [Anguilla angu
P19759	1.21e-29	40.7	97.9	True	sp|P19759.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P18984	1.22e-29	40.7	97.9	True	sp|P18984.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Bala
P02115	1.36e-29	40.4	95.1	True	sp|P02115.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Anas
P15449	1.42e-29	41.4	97.9	True	sp|P15449.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Mell
Q28496	1.56e-29	40.7	97.9	True	sp|Q28496.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P08224	1.58e-29	41.8	95.1	True	sp|P08224.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [C
P68046	1.60e-29	41.4	97.9	True	sp|P68046.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Odob
P18985	1.60e-29	42.1	97.9	True	sp|P18985.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Mico
P02036	1.61e-29	42.1	97.9	True	sp|P02036.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Saim
P68052	1.64e-29	41.4	97.9	True	sp|P68052.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pter
P24292	1.67e-29	41.4	97.9	True	sp|P24292.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Echi
Q6WN28	1.80e-29	42.1	97.9	True	sp|Q6WN28.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Call
Q6WN21	1.86e-29	41.4	97.9	True	sp|Q6WN21.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Call
P20855	1.86e-29	40.0	97.9	True	sp|P20855.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cten
P02059	2.15e-29	39.3	97.9	True	sp|P02059.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Erin
P18988	2.34e-29	40.7	97.9	True	sp|P18988.2| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P28781	2.50e-29	40.7	97.9	True	sp|P28781.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Taph
P60524	2.50e-29	40.7	97.9	True	sp|P60524.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cani
P07412	2.61e-29	40.0	97.9	True	sp|P07412.1| RecName: Full=Hemoglobin subunit beta-A/B; AltName: Full=Beta-A/B-globin; AltName: Full=Hemoglobin beta-A/B
P18989	2.82e-29	40.7	97.9	True	sp|P18989.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Proc
